age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
53,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
33,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K,<=50K
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,State-gov,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,>50K
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,>50K
46,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
51,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K,<=50K
29,Private,10,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K,>50K
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
61,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
34,Self-emp-inc,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K,<=50K
40,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
46,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K,>50K
24,State-gov,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,>50K
33,Private,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
34,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,>50K
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,Iran,>50K,<=50K
36,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Ecuador,>50K,<=50K
41,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
57,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
60,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
37,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
26,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,<=50K
26,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,,<=50K,>50K
34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,44,United-States,<=50K,>50K
30,Federal-gov,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,,<=50K,>50K
80,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,>50K
37,Private,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
51,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
31,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,90,United-States,>50K,<=50K
31,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K,<=50K
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,<=50K
58,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,<=50K
32,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,China,>50K,<=50K
38,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
48,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,>50K,<=50K
53,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,<=50K
40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
25,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
45,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,>50K
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50K,>50K
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
24,State-gov,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
79,Federal-gov,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K,<=50K
46,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,>50K,<=50K
37,Private,9,Divorced,Tech-support,Own-child,White,Male,0,0,45,United-States,<=50K,>50K
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,<=50K,>50K
57,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
35,,13,Married-civ-spouse,,Wife,White,Female,0,0,55,United-States,>50K,<=50K
51,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
50,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,40,United-States,<=50K,>50K
37,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,>50K,<=50K
51,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
63,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
55,Private,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,<=50K,>50K
32,Private,7,Divorced,Sales,Not-in-family,White,Male,0,0,43,United-States,>50K,<=50K
42,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,>50K
46,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
35,,11,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,>50K,<=50K
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
53,Self-emp-not-inc,13,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,>50K,<=50K
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,11,Never-married,Tech-support,Not-in-family,White,Female,0,1974,40,United-States,<=50K,>50K
56,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,>50K,<=50K
33,Self-emp-not-inc,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
71,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,<=50K
51,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,Local-gov,9,Divorced,Tech-support,Unmarried,White,Male,4934,0,36,United-States,>50K,<=50K
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
42,State-gov,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,,<=50K,>50K
32,Private,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,11,Taiwan,<=50K,>50K
50,Private,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
52,State-gov,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
32,Private,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,>50K,<=50K
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
29,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4386,0,45,United-States,>50K,<=50K
41,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,>50K
44,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K,>50K
38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
62,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
39,Private,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K,<=50K
40,Private,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K,<=50K
38,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
32,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
41,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Peru,<=50K,>50K
55,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,>50K,<=50K
37,State-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K,<=50K
34,Private,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,<=50K,>50K
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,<=50K,>50K
63,,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,>50K
28,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
43,Private,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,>50K
27,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,>50K
35,Private,11,Divorced,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K,>50K
64,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
55,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
35,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,<=50K
47,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Italy,>50K,<=50K
43,Local-gov,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K,>50K
25,Private,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
26,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,>50K
33,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K,>50K
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
65,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
44,Private,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,,<=50K,>50K
59,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
47,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,57,United-States,>50K,<=50K
19,Private,10,Never-married,Tech-support,Own-child,White,Male,0,0,30,United-States,<=50K,>50K
52,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,60,United-States,<=50K,>50K
39,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,,>50K,<=50K
42,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
29,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K,<=50K
27,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United-States,>50K,<=50K
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
39,Private,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,>50K
66,,13,Married-civ-spouse,,Husband,White,Male,0,2174,40,United-States,>50K,<=50K
39,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,<=50K
38,Private,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,2258,55,United-States,>50K,<=50K
64,,9,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,>50K,<=50K
42,State-gov,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,<=50K
39,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K,<=50K
21,State-gov,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K,>50K
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K,<=50K
40,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
45,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,>50K,<=50K
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
58,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,>50K,<=50K
40,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,<=50K
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,Canada,>50K,<=50K
29,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K,>50K
33,Private,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K,<=50K
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
53,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,4787,0,46,United-States,>50K,<=50K
59,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
36,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
32,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
48,Private,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,56,Philippines,>50K,<=50K
36,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,<=50K
30,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,>50K
47,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,>50K,<=50K
57,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
35,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K,<=50K
57,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,13,United-States,>50K,<=50K
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
32,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,<=50K
57,Local-gov,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,14,United-States,>50K,<=50K
51,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,<=50K,>50K
63,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
33,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,>50K
50,Private,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,<=50K
24,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K,<=50K
26,Federal-gov,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
45,Private,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,>50K,<=50K
27,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,<=50K
35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,State-gov,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
38,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
42,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
35,State-gov,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
35,Self-emp-inc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,>50K
